levels,tid,pid,code,word,arabic,translation,definition
L4,147,3,A-39,Laqwa,لقوه,Facial palsy,"A disease of the facial muscles in which face is deviated to either side. In this condition patient cannot close his eyes on the affected side and lips, completely. Saliva continues to dribble from the angles of the mouth. When the patient blows, air comes out from one side of the mouth. When this disease is bilateral there is no deviation of face but lips and eyes do not close completely."
L5,148,147,A-39.1,Laqwa Istirkhā’ī,لقوه استرخائي,,Deviation of face due to flaccidity of the facial muscles.
L5,149,147,A-39.2,Laqwa Tashannujī,لقوه تشنجي,,Deviation of face due to spasm of the facial muscles.
L4,150,3,A-40,Ra‘sha,رعشہ,Tremor,Shivering of the organs of the body due to the weakness or defect in motor system. It is a mixture of voluntary and involuntary movements of the body.
L5,151,150,A-40.1,Ra‘sha Bārid,رعشہ بارد,,A type of <em>Ra‘sha</em> caused by simple cold morbid temperament of the organ.
L5,152,150,A-40.2,Ra‘sha Sharābiyya,رعشہ شرابيہ,Alcoholic tremors,Shivering of the organs due to increased/habitual intake of alcohol.
L4,153,3,A-41,Irti‘ād,ارتعاد,Twitching of muscles,Trembling of muscles. It occurs due to the predominance of <em>Ruṭūbat</em> (moistness) in the brain.
L4,154,3,A-42,Khadar,خدر,Numbness,"The complete/partial loss of sensation of any organ of the body. According to causes it can be of four types i. e. <em>Balghamī</em> (phlegmatic), <em>Damawī</em> (sanguineous), <em>Sawdāwī</em> (melancholic) and <em>Ṣafrāwī</em> (bilious)."
L4,155,3,A-43,Ikhtilāj,اختلاج,Fasciculation,"Involuntary movement of the muscles of organs e.g. eyelids, heart, stomach and spleen that can be felt on the skin also. According to aetiology it is of two types: <em>Ikhtilāj Bārid</em> (chronic) and <em>Ikhtilāj Ḥārr</em> (acute)."
L3,156,2,B,Amrāḍ-i-‘Ayn,امراض عین,Diseases of Eye,
L4,157,156,B-1,Ramad/ Āshob-i-Chashm,رمد/ آشوب چشم,Acute conjunctivitis,"It is considered as an inflammation of conjunctiva of eye which is <em>Ḥārr</em> (acute) in nature. Sometimes only the pain of eyes is known as Ramad. In this condition eyelids become swollen, eyes become red with continuous watering."
L5,158,157,B-1.1,Ramad Damawī,رمد دموي,Sanguineous conjunctivitis,"It is a type of Ramad caused by the predominance of <em>Dam</em> (sanguine) in the surrounding areas of brain and its infiltration into eyes. It is characterized by redness of eyes, swelling, engorgement of vessels of eyes, temporal region of face, pulsation at temporal region, decreased lacrimation and purulent discharge."
L5,159,157,B-1.2,Ramad Ṣafrāwī,رمد صفراوی,Bilious conjunctivitis,"A type of <em>Ramad</em> caused by the predominance of <em>Ṣafrā’</em> (yellow bile) and its infiltration into the area surrounding the eye. It is characterized by severe pain from the beginning, pricking sensation, excessive lacrimation but comparatively less redness in the eyes."
L5,160,157,B-1.3,Ramad Balghamī,رمد بلغمی,Phlegmatic conjunctivitis,"A type of <em>Ramad</em> caused by excessive intake of milk and other diets that produce phlegm. It is also associated with extreme cold condition and catarrh. In this condition, eyes appear to be wet with little redness, pain and discharge."
L5,161,157,B-1.4,Ramad Sawdāwī,رمد سوداوی,Melancholic conjunctivitis,A type of <em>Ramad</em> caused by dryness of temperament as a result of excessive intake of black bile producing diets. It is characterized by dryness and discoloration of eyes with decreased lacrimation and less stickiness of eyes. It is a long lasting condition.
L5,162,157,B-1.5,Ramad Rīḥī,رمد ریحی,,"A type of <em>Ramad</em> accompanied with lacrimation and shifting pain. It is caused by accumulation of thick vapours coming from the brain towards conjunctiva. In this condition there is distension and radiation of pain towards the head, eyes and face."
L5,163,157,B-1.6,Ramad Buthūrī/ Wadaqa,رمد بثوري/ ودقہ,Phlyctenular conjunctivitis,"Inflammation of conjunctiva which appears as a hard white nodule due to accumulation of phlegm. It resembles fat in its colour but not in consistency. If it is due to accumulation of <em>Dam</em> (blood/sanguine) its colour is red. It is found on inner canthus, outer canthus, below eyelids and around cornea in a beaded manner."
L5,164,157,B-1.7,Ramad Zuhrī,رمد زهري,Gonococcal conjunctivitis,An infectious inflammation of conjunctiva due to gonorrhoea. It is associated with severe pain and redness of eyes.
L5,165,157,B-1.8,Ramad Thaljī,رمد ثلجي,,The inflammation of conjunctiva caused by continuous staring at snow.
L4,166,156,B-2,Takaddur Ṭabaqa al-Multaḥima,تكدر طبقة الملتحمة,Hyperaemia of eye,Redness of eye due to sub acute inflammation with moderate symptoms. Redness of the eyes is also mild leading to dirty eyes.
L4,167,156,B-3,Sabal,سبل,Vascular keratitis/Pannus,Its literal meaning is “flowing of tears” which is an essential feature of this disease. It is a type of covering which is caused due to the dilatation of outer vessels of eye and covers the surface of conjunctiva and cornea. On appearance it appears to be a white thin layer. 
L5,168,167,B-3.1,Sabal Raṭb,سبل رطب,,"A type of vascular keratitis which is characterized by the presence of fluid in the eyelids, itching, pain of the eyes and sneezing."
L5,169,167,B-3.2,Sabal Yābis,سبل يابس,,It is a type of vascular keratitis characterised by the presence of the covering or layer on the surface of conjunctiva and cornea. This condition is usually asymptomatic.
L5,170,167,B-3.3,Sabal Mustaḥkam,سبل مستحكم,,A type of vascular keratitis in which the thick layer covers the cornea completely. The condition is caused by the congestion of vessels with viscous fluids.
L4,171,156,B-4,Kumna,كمنہ,Amaurosis,"A condition much similar to <em>Ramad Yābis</em> (dry conjunctivitis) with partial loss of vision. In this condition there is opacity of layers of eyes. They seem to be dirty, reddish and fogging. This is characterized by slow movement of the eye, apparent enlargement of the eye with itching which is relieved only by warm water."
L4,172,156,B-5,Intifākh,انتفاخ,,A chronic inflammation of conjunctiva accompanied with itching.
L5,173,172,B-5.1,Intifākh Rīḥī,انتفاخ ريحي,,Swelling of eye that appears abruptly and deviates towards the inner canthus. There is some itching before the appearance of swelling. This swelling generally appears in summers and in old persons. It is white in colour similar to phlegmatic swelling.
L5,174,172,B-5.2,Intifākh Balghamī,انتفاخ بلغمي,,The swelling is more viscous than <em>Intifākh Rīḥī</em> and pitting sign remains on the swelling for sometimes.
L5,175,172,B-5.3,Intifākh Mā’ī,انتفاخ مائي,,Swelling without any sign of pitting. There is no itching and pain of eye.
L5,176,172,B-5.4,Intifākh Sawdāwī,انتفاخ سوداوي,,Hard swelling with bluish colouring. It usually occurs after chronic conjunctivitis or small pox. It usually occurs in the whole eye.
L4,177,156,B-6,Bayāḍ al-‘Ayn,بياض العين,Corneal opacity,"A disease in which outer surface of cornea becomes white and opaque. This layer or covering is also known as <em>Ghamām</em>, Abr and <em>Saḥāb</em>.When the opacity lies in the cornea it is known as <em>Bayāḍ</em>. This condition occurs in post corneal ulcers, conjunctivitis, and migraine. It may also be caused by regular irritation of cornea leading to its ulcers, trichiasis, trachoma, etc. "
L4,178,156,B-7,Ẓafara,ظفرہ,Pterygium,"A projection or growth from the inner canthus of eye towards cornea. It is also known as <em>Ẓufra</em>. The projection is muscular, membranous or nervine in nature. It is of four types: 1.Thin like membrane and starts from one side of conjunctiva. It resembles <em>Sabal</em>. 2. Arises from the fat of inner canthus and stops after reaching cornea. 3. Covers the cornea leading to disturbance of vision or complete loss of vision. 4. Rare type which either appears from conjunctiva or sclera."
L4,179,156,B-8,Ghudda al-‘Ayn,غدة العين,Adenoma of eye,A type of glandular tumour which occurs at the inner canthus of eye. This often covers the lacrimal gland duct preventing the passage of tears.
L4,180,156,B-9,Qurūḥ al-‘Ayn,قروح العين,Ulcers of eye,"Ulcers may occur anywhere in the eye but detected only when conjunctiva, cornea and iris are involved. These are caused by acute and burnt humours which infiltrate the layers of eyes causing the ulceration therein. These are caused by the trauma with sharp objects, maltreatment of conjunctivitis and small pox."
L4,181,156,B-10,Qurūḥ al-Multaḥima,قروح الملتحمة,Conjunctival ulcers,An eye ulcer characterized by a red spot on conjunctiva or sometimes whole conjunctiva becomes red.
L4,182,156,B-11,Qurūḥ al-‘Inabiyya,قروح العنبية,,Ulcers of iris which are seen as a red spot behind the cornea in which arteries are prominent. Such ulcers often tear the cornea.
L4,183,156,B-12,Qurūḥ al-Qarniyya,قروح القرنية,Corneal ulcers,Ulcers that present as a white spot in cornea. Corneal ulcers may be superficial and deep. There are four types of superficial ulcers of cornea and three types of deep ulcers.
L5,184,183,B-12.1,Qurūḥ al-Qarniyya Khārijiyya,قروح القرنية خارجيہ,Superficial ulcers of cornea,"These are superficial corneal ulcers, and are of four types: 1. <em>Qatlām</em> (Ulcus Serpens): These ulcers appear as cloudy, grey area covering most of the cornea. The cornea becomes lustreless. 2. <em>Saḥāb</em>: This is also cloudy but covers small portion of cornea. It is also known as <em>Qānāliyūn</em>. 3. <em>Iklīl</em> (marginal ulcer): These ulcers are in the shape of crown of king that is why these are known as <em>Iklīl</em>. These ulcers occur at the margins of cornea and extend towards conjunctiva. It is also known as <em>Arkhāniyūn</em>."
L5,185,183,B-12.2,Qurūḥ al-Qarniyya Dākhiliyya,قروح القرنية داخليہ,Deep corneal ulcers,These are deep corneal ulcers and are of three types: 1. <em>Jāwarsiyya</em>: These are the millet shaped ulcers of cornea which is deep with little cicatrisation. These are also known as <em>Luqutūn</em>. 2. <em>Ḥafira</em>: These are deep and wide ulcers of cornea. These are also known as <em>Qūlūma</em>. 3. <em>Iḥtirāqī</em>: These are also deep ulcers with much cicatrisation. These are also known as <em>Abīqūma</em> and <em>Ḥaqīqāwūma</em>.
L5,186,183,B-12.3,Qurūḥ al-Qarniyya Dhāt al-‘Urūq,قروح القرنية ذات العروق,Ulcers of eye,Ulcers appearing in the cornea with spreaded vessels like web. It often occurs in other layers of eyes also.
L4,187,156,B-13,Buthūr al-Qarniyya,بثور القرنية,,"These are the eruptions occurring on the outer, middle and inner layers of cornea. These are caused either by fluids that are less in quantity but bad in quality or vice versa."
L4,188,156,B-14,Dubayla al-Qarniyya,دبيلة القرنية,,It is a suppurative ulcer covering the whole cornea. It is caused by impairment of humour pouring towards the eyes and their putrefaction etc. It is characterized by the presence of a large sized ulcer covering whole of cornea and severe pain.
L4,189,156,B-15,Saraṭan al-Qarniyya,سرطان القرنية,Corneal cancer,"It is a type of cancer occupying most of the cornea. It represents itself as the accumulation of thick pus on cornea with redness of vessels surrounding the cornea. It is caused by the infiltration of bad quality black bile along with the inability of cornea to remove that matter. It is characterized by severe pain especially during movement or seeing towards sun or fire, etc."
L4,190,156,B-16,Ruṭūba al-Qarniyya,رطوبۃ القرنیۃ,,It is a condition of accumulation of infiltrated thick fluids on the cornea. It is characterized by cloudy cornea and diminished vision. Patient’s eyes remain wet and he/she endures continuous nasal discharge.
L4,191,156,B-17,Yubs al-Qarniyya,يبس القرنیۃ,Dry eye,It is the spasm of cornea leading to diminished vision and dry eye.
L4,192,156,B-18,Gharab,غرب,Chronic dacryocystitis,"Chronic inflammation of the inner canthus of eye leading to the flow of tears continuously. This is caused by the presence of abscess, pustules, boils in the inner canthus which ruptures to form fistula."
L5,193,192,B-18.1,Gharab Ghayr Munfajir,غرب غیر منفجر,Lacrimal cyst,It is a small abscess like swelling not greater than gram and appearing in between the inner canthus and nose. It is caused by the flow of morbid matter on to the site of swelling.
L5,194,192,B-18.2,Gharab Munfajir,غرب منفجر,Lacrimal abcess,It is a depression in the inner canthus of eye filled with pus. It is caused by putrefaction of humour within the inner canthus.
L4,195,156,B-19,Khuḍra al-‘Ayn,خضرة العين,,Change in the colour of eye due to injury. This change is either due to contusion or sub mucosal haemorrhage of eye.
L4,196,156,B-20,Zurqa al-‘Ayn,زرقة العين,,A condition in which eyes become cyanosed or bluish coloured because of haemorrhage after injury.
L4,197,156,B-21,Ṭarfa,طرفہ,Ecchymosis of the eyelids,A red spot on the palpebral conjunctiva due to rupture of vessels of eye after injury or congestion.
L4,198,156,B-22,Qadhā fi’l ‘Ayn,قذیٰ في العين,,"Foreign body in the eye can be dirt, dust, insect, etc. which causes irritation of eye."
L4,199,156,B-23,Morsarj,مورسرج,Iridoptosis,A disease in which there is prolapse of iris due to rupture of cornea after corneal ulcers. It resembles the head of an ant i.e. why it is given the name of <em>Morsarj</em> that is ant’s head. 
L5,200,199,B-23.1,Dhubābī,ذبابي,Partial anterior staphyloma,A type of prolapse of iris in which iris resembles the shape of the head of house fly.
L5,201,199,B-23.2,‘Inabī,عنبي,Total anterior staphyloma,A type of prolapse of iris in which iris resembles the shape of grape.
L5,202,199,B-23.3,Tuffāḥī,تفاحي,Total prolapse of iris,A type of prolapse of iris which resembles the shape of an apple. It is an extended form of prolapse which reaches up to eyelid and cause hindrance in closing the eye.
L5,203,199,B-23.4,Mismārī/ Falakī,مسماري/ فلکی,,"When the <em>Tuffāḥī</em> type of prolapse of iris becomes chronic and gets attached to the ulcerated corneal margins, it is known as <em>Mismārī</em>."
