levels,tid,pid,wordcode,code,word,translation,definition,refn
L6,105,100,கருஞ்செவி குட்டம்,BIA1.5,Karuñcevi Kuṭṭam,blackish discolouration of the skin in the ear,,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
L6,106,100,கடுப்பு பெரு நோய் (கர்ணக்குட்டம்),BIA1.6,Kaṭuppu Peru Nōy (Karṇakuṭṭam),cracks in the skin and bluish discolouration,"It is characterised by pain all over the body, cracks over the skin, pruritis, swollen and bulky appearance with bluish discolouration of the body. It may be explained by increased vyanan and prasagam . In udal thathukkal increased saram, senner, leads to pain.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 349"
L6,107,100,புள்ளிச் செவி குட்டம்,BIA1.7,Puḷḷic Cevi Kuṭṭam,annular lesion in the skin of the ear,,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
L6,108,100,சரும செவிக் குட்டம்,BIA1.8,Caruma Cevik Kuṭṭam,thickening of the skin in ear with severe itching,,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
L6,109,100,செவி செங்குட்டம்,BIA1.9,Cevi Ceṅkuṭṭam,inflammatory skin lesion in the ear,,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
L6,110,100,விட செவிக் குட்டம்,BIA1.10,Viṭa Cevik Kuṭṭam,skin lesions in the ears due to toxins,,"K.S.Uthamaraysn(1984),Siddhar Aruvai Maruthuvam(2nd ed),Chennai, Tamil Nadu Siddha Medical Council,Page No.164"
L4,111,55,மச்சம்,BJ,Maccam,mole,,
L5,112,111,வளி,BJA,Vaḷi,Mole classified under Vali,,
L6,113,112,மச்சம்,BJA1.1,Maccam,mole,"It is characterised by pain all over the body, cracks over the skin, pruritis, swollen and bulky appearance with bluish discolouration of the body. It may be explained by increased vyanan and prasagam . In udal thathukkal increased saram, senner, leads to pain.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.311"
L4,114,55,மருள்,BK,Maruḷ,Wart,,
L5,115,114,வளி,BKA,Vaḷi,Wart classified under Vali,,
L6,116,115,மருள்,BKA1.1,Maruḷ,Wart,"It is characterised by small fleshy or grainy bumps with rough or smooth surface, common in face, neck, upper and lower limbs, rarely painful and grows when put on pressure.It is explained by the imbalance of Vali and Azhal humour affecting Iranchagam and Prasakam of Azhal. Body humours namely Saaram, Chenneer, oon, Kozhuppu gets affected","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.310"
L4,117,55,மயிர் உதிரல்,BL,Mayir Utiral,hair loss,,
L5,118,117,வளி,BLA,Vaḷi,hair loss classified under Vali,,
L6,119,118,மயிர் உதிரல்,BLA1.1,Mayir Utiral,hair loss,"It is characterised by loss of hair in scalp or body due to malnutrition, stress, certain medications. It is explained by aggravation of Pitham. All the seven udal kattugal gets affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.307"
L4,120,55,முகப்பரு,BM,Mukapparu,Acne,,
L5,121,120,அழல்,BMB,Azhal,Acne classified under Azhal,,
L6,122,121,முகப்பரு,BMB1.1,Mukapparu,Acne,"It is characterised by chronic inflammation of pilo sebaceous follicles, comedones, papules, pustules, cysts, nodules and often scars. It occurs primarily in the oily areas of skin. It is explained by aggravation of pitham and associated with kabam. Of all the seven udal kattugal, saram, senneer, oon and kozhuppu get affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.301"
L4,123,55,நரை,BN,Narai,grey hair,,
L5,124,123,ஐயம்,BNC,Aiyam,grey hair classified under Aiyam,,
L6,125,124,நரை,BNC1.1,Narai,grey hair,"It is characterized by premature greying of hair in young adults and even in children. It may be explained by the decreased Ranjaga Pitham and vali which in turn increases Kabam. Among the seven physical constituents Saaram, Senner, Oon, kozhuppu, Enbu and Moolai become decreased.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.307"
L4,126,55,பால் உண்ணி,BO,Pāl Uṉṉi,molluscum,,
L5,127,126,வளி,BOA,Vaḷi,molluscum hair classified under Vali,,
L6,128,127,பால் உண்ணி,BOA1.1,Pāl Uṉṉi,molluscum,"It is characterised by the eruption of small, umblicated, multiple pearled or flesh-coloured smooth, shiny, globular papules, located on the face, trunk and extremities. It may be explained by derangement of Vali. Of the seven udal thathukkal, saaram gets affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.310"
L4,129,55,படை,BP,Paṭai,Fungal infection,,
L5,130,129,வளி,BPA,Vaḷi,Fungal infection hair classified under Vali,,
L6,131,130,பால் உண்ணி,BPA1.1,Pāl Uṉṉi,Fungal infection,,"R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.310"
L4,132,55,படர்தாமரை,BQ,Paṭartāmarai,Ring worm infection,,
L5,133,132,ஐயம்,BQC,Aiyam,Ring worm infection classified under Aiyam,,
L6,134,133,படர்தாமரை,BQC1.1,Paṭartāmarai,Ring worm infection,"It is characterised by skin lesion of small erythematous area, scaling or vesicular and crusted patch that spreads peripherally and partly clears in centre. Pruritus, burning sensation and hyperpigmentation of skin also present. It is explained by aggravation of aiyam associated with pitham. Of all the seven udal kattugal, saram, senneer, oon, kozhuppu gets affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.305"
L4,135,55,பெண்கள்,BR,Pēṉkaḷ,Lice,,
L5,136,135,வளி,BRA,Vaḷi,Lice classified under Vali,,
L6,137,136,பேன்கள்,BRA1.1,Pēṉkaḷ,Pediculosis,It is characterised by itching and irritation due to infestation of lice in any part of the body.,"R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.324"
L4,138,55,பெருநோய்,BS,Perunōy,Skin eruptions,,
L5,139,138,வளி,BSA,Vaḷi,Skin eruptions classified under Vali,,
L6,140,139,அத்திக்காய் பெரு நோய் (அவுதும்பர குட்டம்),BSA1.1,Attikkāy Peru Nōy (Avutumpara Kuṭṭam),neurofibroma,"It is characterised by fig like hardened skin eruptions, spreading all over the body, wrinkles, itching and numbness, giddiness. It may be explained by derangement of vyanan and prasagam. Of the seven udal thathukkal, saaram, senner, oon, kozhuppu gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 350"
L6,141,139,நாப் பெரு நோய் (சித்ம குட்டம்),BSA1.2,Nāp Peru Nōy (Citmā Kuṭṭam),greenish yellow annular lesion with numbness," It is characterised by hypopigmented skin lesions, subsequently changes to greenish yellow, numbness, could not able to move the body, develops memory loss. It may be explained by increased vatham and pitham. Of the seven udal thathukkal, saaram, senner, oon, kozhuppu gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 355"
L6,142,139,சொறிப் பெரு நோய் (விகர்ச்சிக குட்டம் ),BSA1.3,Coṟip Peru Nōy (Vicarccikā Kuṭṭam),dry skin with lesiosn greasy to touch burning sensation," It is characterised by skin lesion greasy to touch, pallor skin, numbness, burning sensation, painful, elevated skin lesions with repeated itching results in erythema , thickening, dryness of skin, colic, loss of temper and roughness of skin. It may be explained by increased vatham and pitham. Of the seven udal thathukkal, saaram, senner gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 352"
L6,143,139,தோல் வெடிப் பெரு நோய் (சர்மத்தள குட்டம் ),BSA1.4,Tōlveṭip Peru Nōy (Carmataḷa Kuṭṭam),Thickened skin with linear fissures with throbbing pain,"It is characterised by linear fissures over the skin, thickened skin with pain and red colour, throbbing pain, lethargic, giddiness, abdominal pain. It may be explained by increased vatham and pitham. Of the seven udal thathukkal saaram, senner gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 354"
L6,144,139,வளையப் பெரு நோய் (மண்டலக் குட்டம்),BSA1.5,Vaḷaiyap Peru Nōy (Maṇṭalak Kuṭṭam),greenish red colured skin lesions wth oozing," It is characterised by greenish skin lesion with reddish margin, lesion appears all over the body including scalp, thickening and darkening of the skin, itching, oozing of reddish watery secretion all over body. It may be explained by increased vatham and pitham. Of the seven udal thathukkal saaram, senner gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 351"
L6,145,139,வலிப் பெரு நோய் (அபரிச குட்டம்),BSA1.6,Valip Peru Nōy (Aparica Kuṭṭam),pain and fissures over the body," It is characterised generalized pain, venous stasis, tenderness and tremor all over the body, exudation, oedema, followed by fissure. It may be explained by derangement of vatham and pitham. Of the seven udal thathukkal, saaram, senner, oon gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 351"
L5,146,138,அழல்,BSB,Azhal,Skin eruptions classified under Azhal,,
L6,147,146,கொப்புளப் பெரு நோய் (விச்போடகக் குட்டம்),BSB1.1,Koppuḷap Peru Nōy (Vicpōṭakak Kuṭṭam),blisters with burning sensation and thickened skin," It is characterised by fissures, cracks and ulceration beginning in the flexor, pruritus and burning sensation, inflammation in the arms, legs, eyes, ears and trunks, body skin glitters like snake skin, blackish discolouration spreads over the flexor areas of the body. It may be explained by derangement of kapam and pitham. Of the seven udal thathukkal. Of the seven udal thathukkal, saaram, senner, oon gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 347"
L6,148,146,பன்றித் தோல் பெரு நோய் (கீடீப குட்டம்),BSB1.2,paṉṟit Tōl Peru Nōy (Kiṭīpa Kuṭṭam),"greenish discolouration, elephant skin thicknening"," It is characterised by greenish discolouration of the body, scleroderma, numbness, severe itching, frequent urination, foul smelled body odour. It may be explained by derangement of vatham and pitham. Of the seven udal thathukkal, saaram, senner, oon gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 353"
L6,149,146,சிரங்குப் பெரு நோய் (பாம குட்டம்),BSB1.3,ciraṅkup Peru Nōy (Pāmā Kuṭṭam),scaling of the skin with itching and scrapping," It is characterised by hypopigmented patches with itching,purulent discharge,absoption of phalanges, burning sensation, appearance of the lesions like calyx of the lotus, scratches, scaling, It may be explained by derangement of vatham and pitham. Of the seven udal thathukkal, saaram, senner and oon gets affected","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 348"
L6,150,146,தடிப்புப் பெரு நோய் (தத்துருகுட்டம்),BSB1.4,Taṭippup Peru Nōy (Tatturukuṭṭam),annular reddish skin discooluration with curling of hair," It is characterised by annular reddish skin lesion, pale in colour, exacerbates with increasing tenderness, curling of hair in the lesion area, numbness, paraesthesia,anasarca. It may be explained by derangement of pitham and kabam. Of the seven udal thathukkal, saaram, senner, oon gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 354"
L6,151,146,டோர் பெரு நோய் (கர்ம குட்டம்),BSB1.5,Tōṟ Peru Nōy (Carma Kuṭṭam),greenish and pale skin eruptions with pus," It is characterised by fissured skin, pain all over the body, body gets swollen, bulkier appearance with pruritus, bluish discolouration of the body like Elitoria ternatea flower colour.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 349"
L5,152,138,ஐயம்,BSC,Aiyam,Skin eruptions classified under Aiyam,,
L6,153,152,கரு பெரு நோய் (கிருஷ்ணா குட்டம்),BSC1.1,Karu Peru Nōy (Kiruṣṇa Kuṭṭam),blackish discolouration of the skin," It is characterised by blackish discoluration all over the body which turns red with itching and foul odour, warmth , tenderness all over the body, appears first in the lower limbs , then in inguinal area and scalp. It may be explained by derangement of kabam. Of the seven udal thathukkal saaram, senner and oon gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 350"
L6,154,152,படர்தாமரை பெரு நோய் (புண்டரிகக் குட்டம்),BSC1.2,Paṭartāmarai Peru Nōy (Puṇṭarīkak Kuṭṭam),Ring worm infection," It is characterised by skin lesion appear as lotus petals, pale or black or red or milky white in colour, pruritus, scratching of the skin, oozing, pain and tenderness. It may be explained by derangement of kabam. Of the seven udal thathukkal saaram, senner, oon gets affected.","Anonymous.1976.Yugi vaithiya chinthamani 800. 2nd edition, Chennai: Department of Indian Medicine and Homoeopathy.pg 346"
L4,155,55,வெண்படை,BT,Veṇpaṭai,leucoderma,,
L5,156,155,வளி,BTA,Vaḷi,leucoderma classified under Vali,,
L6,157,156,வாத வெண் படை,BTA1.1,Vāta Veṇ Paṭai,leucoderma caused by increased Vali,"It is characterised by roughened, unevenly depigmented skin with reddish black in colour. It may be explained by increased vatham. Of the seven udal thathukkal saaram and senner gets affected.","R.Thiyagarajan(1995),Siddha Maruthuvam- Sirappu (2nd ed.),Chennai; Department of Indian Medicine and Homeopathy, Page No.269"
